title,content,stamp,categoryId,subCategoryId,updateTime
"航空招飞压力大 明年飞行员缺口将达1万",">高薪+稀缺，让飞行员成为许多人梦寐以求的职业。

> 近日来，各种有关招飞的新闻不断。面对高薪的诱惑，许多年轻人都蠢蠢欲动，梦想成为其中的一员。然而要想成为飞行员，有哪些途径？哪些人才有资格竞争飞行员？记者趁2011中国民航飞行员培训大会召开之际采访了春秋航空有限公司（Spring Airlines Company Limited，简称“春秋航空”）、上海金汇通用航空有限责任公司等多位航空公司负责人和飞行员。

>最新动态

> 飞行员需求：到2015年我国飞行员人才缺口将达1.8万名

> 据今年第三季度飞行员统计数据显示，目前，我国取得私照的男性飞行员人数达2458人，女性仅为63人；取得商照的男性飞行员达到12751人，女性则为94人。而这些飞行人才远远不能满足市场的需求。记者从刚刚落幕的2011中国民航飞行员培训大会上获悉，到2015年，我国飞行员缺口将高达1.8万名，这意味着未来几年中，我国民航业每年要有2500名-3000名新飞行员上岗。

![我国飞行员缺口大](http://lovefly.qiniudn.com/2611191119b0a565779729.jpg)

>通用航空未来10年飞行员需求超过1.5万人

>北京航空航天大学通用航空产业研究中心主任高远洋博士告诉记者，中国通用航空发展空间巨大，公务飞行、商用飞行、空中游览、私人驾照培训正受到越来越多人的青睐。目前，中国航空运输市场发展强劲，已跻身全球第二，但通用航空飞行员却跟不上发展，教练机、培训机场及飞行教员的匮乏也阻碍了通用航空飞行员的培养速度。据了解，美国现有约59.7万名通用航空飞行员，而我国在册通用航空飞行员数量不足4000人，预计未来10年我国对通用航空飞行员的需求量将超过15000人。当前，通用航空多是从商业航空公司挖飞行员。

>高远洋博士说，中国大陆现有85.7万个千万富豪和5.5万个亿万富豪，其中六分之一的富豪计划购买私人飞机。目前上海拥有私人飞机驾照者已超过百人。

>飞行员供给：7所培养学历飞行员院校每年毕业约2000人

>目前我国7所培养学历飞行员的院校每年输出的飞行员总数仅为2000人左右。在中国民用航空局公布的紧缺专业名单中，飞行技术人员排在首位。预测未来20年，中国的航空公司将有约4700架新飞机交付，现有飞行员远远不能满足市场需求。面对人才荒，各大航空公司也开始自主招飞加速人才培养。

>招飞招数

>各大航空公司进入大学招飞行员

>上海春秋航空副总裁、总飞行师沈巍说，春秋现有飞机30架，飞行员仅有300人，每次航班都要配备机长和飞行员，飞行人才实在是供不应求。

![聘用外籍飞行员](http://lovefly.qiniudn.com/261119230ef24fcd916099.jpg)

>此外，按照国航的“十二五”规划，到2015年末，中国国际航空股份有限公司（Air China Limited，简称“国航”）西南分公司的飞机总数将达到94架，而其现有飞行员不到800人，缺口巨大。与此同时，中国东方航空股份有限公司（China Eastern Airlines Corporation Limited，简称“东航”）也表示紧缺大量高素质飞行人才，此前他们就进入上海交大、复旦大学、华东理工大学进行招飞宣讲。

>聘用外籍飞行员，但目前已收紧

>由于本土飞行员人才有限，不少航空公司还会使用外籍飞行员，如春秋航空目前300名飞行员中就有30名外籍飞行员。据了解，国内几乎所有航空公司都有“洋机长”，来自美国、巴西、韩国、加拿大、澳大利亚、新加坡等20多个国家和地区，总数已达1300多人。但今年8月上海吉祥航空有限公司（Shanghai Juneyao Airlines Co.,Ltd.，简称“吉祥航空”）韩国籍机长“拒让门”事件发生后，中国民用航空局已收紧了外籍飞行员的开放门槛。因此，自己培训飞行员，仍是今后各航空公司的主要选择。

>自设培训中心培养飞行员

>对飞行员的需求上升，部分航空公司也开始考虑为自身的人才缺口进行输血培养。沈巍表示，春秋航空就已在浦东机场综合保税区选址，将建立一个飞行培训中心，这也意味着国内首家民营航空飞行培训中心将落户上海。据透露，该培训中心将于2013年启用，先期购买两台模拟机。

>通用航空有望向民用航空输送飞行员

>中国航空飞行员培训大会上，业内专家建议，我国可建立由通用航空向民用航空输送的渠道，避免新毕业飞行员飞行小时太少技术不娴熟的状况。据了解，在欧美一些发达国家，飞行员进入大型航空公司前，必须有多年的飞行通用航空飞机或者实习的经验。春秋航空总飞行师沈巍透露，春秋也设想要筹办一家通用航空公司，飞行学员毕业后，先进入通用航空公司积累飞行经验，经过3-5年的实际飞行后，成长为一名成熟的副驾驶或机长，再进入公司驾驶大型民用飞机，完成经验的积累和过渡。

![身体素质门槛高](http://lovefly.qiniudn.com/26111933ae1eef64828550.jpg)

>入职门槛

>想当飞行员，先过这些关

>■身体关

>航空公司会要求报考者身体条件符合《民用航空招收飞行学生体格检查鉴定管理办法》，男性身高要在170-185厘米，女生身高则要求在165厘米-175厘米。体重也要符合飞行员的体重指数标准。单眼裸眼视力一般不低于0.3。此外，有的航空公司还表示，如果体检时报考者被发现有文身也会被拒之门外，腿长得明显O或X形，或有骨与关节疾病或畸形的也不可报考。中国民航飞行学院招飞时条件更为严厉，对患有久治不愈的皮肤病、口吃、慢性肠胃道疾病、肾炎以及较重的砂眼或是有晕车晕船现象的报考者一律不予接受。

>■英语关

>不少航空公司在招飞时，都会提出相应的英语要求，如要求报考者在具备本科以上学历的同时，英语也需要通过四级。

>■年龄关

>绝大多数的航空公司对报考飞行员者的年龄明确限制，一般都要在25周岁以下。

>报考飞行员的3种途径

>1.考飞行学院，不少航空大学或专业的飞行学院都有相关的专业；

>2.高校转专业，一些航空大学的学生，条件合格可以转入飞行员专业；

>3.社会招录。有些毕业1-2年的大学生或研究生，也可以向航空公司报名，经培训从事飞行员的工作。以往一些条件优秀的中专或技校生也可向航空公司报名。但现在飞行员的学历普遍提升，基本都在本科以上。飞行学员要顺利毕业，必须获得航线执照资格和ICAO英语四级证书。由于各种原因，每年均有相当数量的飞行学员无法顺利通过这两项考试。此外，有些学员因无法渡过心理关，畏惧飞行训练，最终也导致无法毕业，虽然比例较小，但每年都会存在这样的个别现象。

![飞行员的成长培训费用巨大](http://lovefly.qiniudn.com/2611210700c2869d159348.jpg)

>维权前线

>飞行员的劳动合同有两种情况

>近年来，相继出现的飞行员集体罢飞事件、机长集体告假事件、飞行员跳槽事件引起了社会的广泛关注。如2007年5月，机长兼A类教员的郑志宏向公司东航辞职，在劳动仲裁过程中东航提出了1257万元的天价索赔。那么飞行员在维权方面有何注意事项呢？

>上海天尚律师事务所合伙人詹德强律师说，目前，就飞行员劳动权益保障我国并没有单独立法，除了民航局等部委也下发的一些专门规范飞行员劳动关系的文件外，主要还是比照《劳动合同法》的相关规定进行处理。

>在公共航空运输活动中，航空公司与飞行员之间为用人单位和劳动者之间的劳动关系，航空公司与乘客之间为运输合同当事人之间的民事关系。在运输合同履行过程中，飞行员对乘客负有安全、及时运输其到达目的地的义务，出现如飞行员因劳资维权导致的罢飞等飞行事件时，乘客仅能作为消费者向航空公司主张权益，而航空公司则依据其与飞行员之间的劳动关系处理有关争议。

>对于罢飞，詹德强律师指出，其在本质上是一种罢工行为，罢飞的行为在法律上并不能获得支持。他建议，飞行员作为航空公司雇员在行使劳动权益维权时，应当遵循正当合法的法律方式和程序，不应当利用自身地位和条件，损害第三方乘客的利益，特别是不能以乘客的飞行安全作为维权的筹码，“绑架”乘客使之沦为劳资双方博弈的无辜受害者。一般来讲，飞行员可通过正常途径，如工会、航空公司行政主管部门等反映诉求，或直接通过仲裁、诉讼等法律手段维权。

![高薪背后有高压](http://lovefly.qiniudn.com/261119554ad74d236f4982.jpg)

>此外，飞行员签订合同时要注意以下条款是否确定化：一是另行择业方面的规定，如辞职流程、培训费用数量计算方面的规定；二是对薪资增长方面的规定、薪资体系构成；三是工作时间、工作强度、加班的规定，四是对工作岗位的安排和调动方面的规定；五是对争议解决的规定。

>实践中，飞行员签订劳动合同，通常分为两种情况，一种是准飞行员，即尚未取得飞行资格，此时签订合同中应强调保障基本权益，如签署书面合同形式、工资报酬、保险福利等。另外一种为已经取得飞行资格的飞行员新签订或续签劳动合同，此种情形下，应重点考虑劳动期限长短、工作时间、工作强度、薪资福利体系、加班的约定等。

>在竞业限制方面，部分飞行员也会受到限制。按照《劳动合同法》等的规定，竞业限制的对象为用人单位的高级管理人员、高级技术人员和其他负有保密义务的人员，这一规定同样适用飞行员，当然是具有特定岗位或要求的飞行员，而并非以飞行驾驶技术谋生的普通飞行员，航空公司可以与之签订竞业限制协议。

>飞行员：高薪背后有高压

>许多家长都期望孩子成为一名飞行员，对此上海金汇通用航空有限责任公司刘嘉芳提醒说，做飞行员需具备诸多素质，除了具备精湛的驾驶技术、全面的理论知识支撑外，心理素质也是飞行员必过的一大关。

>案例

>飞行员的酸甜苦辣和发展轨迹

>■某航空公司飞行员小东 ■飞行驾龄：4年

>小东已做了四年的飞行员，想当初刚飞上蓝天时，他也有些紧张。但多次锻炼下来，在空中飞行已成为一种习惯，也就没有当初那么忐忑了。小东说，由于飞行员比较紧缺，公司里有些60多岁的老飞行员退休后仍坚持在工作岗位。小东说，飞行员的收入一般由两部分组成，即基本工资+飞行小时费。基本工资一般在1万元左右。对于刚参加工作的飞行员来说，一年的收入大约在15万元。

>飞行员的发展轨迹一般是从飞行学员——副驾驶——航线机长——机长。做到飞行副驾驶，薪水也会有很大的提升，根据机型不同，薪水也多少不一，一般驾驶重型机的飞行员，年薪在40万元左右。而如果做到机长，年薪上百万元也就不稀奇了。当然，不论做到怎样的级别，飞行员的飞行次数都受到严格的控制，每位飞行员，一年的飞行小时都不能超过1000小时，且每天的飞行时间累计不能超过8小时。航空公司的这一铁律也是防止飞行员疲劳驾驶，以保护乘客的安全。

>小东现在驾驶的是一架空中客车A330的客机，可载客298人。每个月，他大约要来回飞10趟，经常飞国外航线，如到法国巴黎、到澳大利亚的悉尼等等。刚让小东看稿子，他QQ说自己正在巴黎。做一名飞行员，工作时精力高度集中，所以有时一个航程下来，也会感到疲倦，好在一个月他也有15天的休息时间，可以自由安排自己的时间，例如他空下来也会打打游戏。他说，自己也有许多朋友在做飞行员，有的在海航，也有的在国航，大家有时也会一起聊聊天。

>小东告诉记者，自己在一所航空大学读书时正好碰到招飞，本来学机械工程的他就转入了飞行员班，误打误撞选择了一份以蓝天为施展舞台的职业。在他的同事中，最年轻的机长仅30岁。

>小东说，飞行员的安全意识都特别强，自己有时也是，对于一个熟练的动作，都反复琢磨，可谓慎之又慎。谈到将来的打算，他下一步的目标是做航线机长。对于更远的打算，他笑称还没想那么远，总之想扎实走好当下的每一步。

![飞行员，并非“铁饭碗”](http://lovefly.qiniudn.com/2611201929148f98e21949.jpg)

>飞行员这份职业并不是一劳永逸的职业。就拿机长来说，如果熟练检查不合格，须增加至少200小时副驾驶经历，经补充训练后才能再次检查，如果连续3次熟练检查不合格，3年内就被取消机长资格，并至少再建立1000小时副驾驶经历。碰到紧急事件时，要能迅速、准确地分析当前的情境，并作出合理的应对方案。

>飞行员要防止“技能负迁移”影响

>飞行员的经验很重要，但是又要能摆脱以往的思维定势，要有灵活应变的能力，防止“技能负迁移”的消极影响。毕竟，同一类型的特殊情况，其产生的环境、外界条件以及诱发原因不尽一致，有时具体问题还得具体分析，要既借鉴又不受过去经验的束缚。

>上海春秋航空副总裁、总飞行师沈巍告诉记者，别看飞行员听起来特别光鲜耀眼，其实其中辛苦只有自己知道。他说，自己从1988年做飞行员以来，常常凌晨4点钟就起床，碰到传达室的大爷，他常常自嘲自己和卖菜的大爷大婶起得一般早。这么多年，对家庭他也照顾得很少，所有这些只因他是一名飞行员。

>飞行员流动，要尽量选择熟悉的团队

>由于飞行员在各大航空公司都存在稀缺现象，飞行员的流动也十分常见。不过，业内人士提醒，飞行员在跳槽时，最好要考虑三个问题：首先地理环境，其次是人文环境，最后才应该考虑收入。

>在收入情况已经改善的情况下，仍然选择离开舒适的环境和熟悉的团队，其中的机会成本很高。

>关注私人飞机网官方微信（微信号：hangqu001）与飞行员畅谈飞行知识，关注通航产业最新动态，了解私人飞机驾照等信息！

>[爱飞网](http://www.lovefly.com) [www.lovefly.com](http://www.lovefly.com)
>本文链接地址：[航空招飞压力大 明年飞行员缺口将达1万5人](http://lovefly.com/post/index?stamp=1417858085996)","1417858085996",1,12,"1417858177540"
"校园取景(3)","<p><h3>
我方代表和校长<img src=""http://lovefly.qiniudn.com/qj3-1.jpg"" alt=""我方代表和校长"" width=""200"" />&nbsp;&nbsp;&nbsp;&nbsp;
学校斩获的各种荣誉<img src=""http://lovefly.qiniudn.com/qj3-2.png"" alt=""学校斩获的各种荣誉"" width=""200"" />
</h3><br/></p>

<br/>

<h3>办公室和办公人员</h3><br/>

<p><img src=""http://lovefly.qiniudn.com/qj3-3.jpg"" alt=""办公室和办公人员"" />
</p>","1417858352990",3,32,"1417858651629"
"亚太未来飞机需求超万架 飞机上将可充电WIFI覆盖",">波音和空中客车两大航空制造商主导着国际民航市场，它们对于市场和技术的观点，往往影响着未来的方向。
 
>近日，波音公司发出预计：亚太地区航空公司在未来20年将需要12820架新飞机，总价值1.9万亿美元，占到全世界新飞机交付量的36%。
 
>波音民用飞机集团市场营销副总裁兰迪·廷塞斯在刚结束的新加坡航展上表示：“亚太地区的经济和客流持续显示出强劲增长。未来20年，全世界航空运输量的近一半将由进出该地区和该地区内部的旅行带动。亚太地区的机队规模将达到现在的近3倍，从2012年的5090架飞机增长到2032年的14750架，以支持这一需求的增长。”根据波音的数据预测，该地区的客运航空公司将主要依赖于新一代737和737 MAX这样的单通道飞机来运输乘客。单通道飞机将占到该地区新飞机的69%。
 
>兰迪表示：“新的低成本航空公司和亚洲内部的旅行需求已经给单通道市场带来显著的增长。像新一代737和737 MAX这样的高效飞机，帮助日益增多的低成本航空公司以更高的效率向新兴中产阶级提供合理的票价。” 
  
>对于长途运输，波音预测，像747-8洲际客机、777和787梦想飞机这样的双通道飞机将占到新飞机交付量的28%。波音不久前启动的787-10和777X将支持该地区对高效双通道飞机的需求。新加坡航空已经作为启动用户在2013巴黎航展上订购了30架787-10，国泰航空则在不久前订购了21架777-9X飞机。
 
>空中客车公司对亚太市场的研究成果则体现在另一个方面。日前，这家企业对外公布了一项针对亚洲旅客对航班乘坐舒适性需求的最新研究报告，报告显示，亚洲旅客非常注重远程航班经济舱的乘坐舒适性。这份名为“面向未来的航空旅行舒适性研究——亚洲篇”的研究报告由全球知名咨询机构未来实验室完成，他们对日益增长的亚洲旅客对于航班乘坐舒适性有着怎样的需求进行了深入调查。
 
>根据空客最新航空市场预测，到2032年，全球航空旅客中的45%来自于亚洲，亚洲旅客届时将完全引领航21世纪航空出行的大潮，他们对于未来经济舱乘坐舒适性的需求也就显得至关重要。
 
>由于社交媒体的快速发展以及更多的人在互联网上分享自己的飞行体验，越来越多的新兴人群开始了解航空业并且对客舱舒适程度提出了更高的要求，空客的研究报告将这些新兴人群分为两类：一是新兴的较为富裕的旅客。这类人群介于18至34岁之间，处于职业生涯的初期，他们具有丰富的知识储备，对服务和附加产品非常敏感。二是高收入常旅客。这类人群拥有更丰富的航空旅行经验，处于职业生涯的中期，他们对个人空间和舒适性有着极为严苛的感知，认为座椅宽度是影响乘坐舒适性最为重要的因素之一。
 
>空客研究报告还对亚洲航空市场客舱舒适性领域的未来发展趋势进行了分析，列出了以下3大趋势：
 
>不关机客舱。对于亚洲公/商务旅客来说，拥有WiFi连接、机上通话和电话会议功能是未来客舱发展的趋势，是客舱舒适水平提高的前提条件。在这样的环境下，商务旅客可以随时与世界各地的商业伙伴进行交流。
 
>引入3D技术。目前3D技术已经广泛应用于娱乐业和零售业，在客舱中引入3D技术可以让乘客观看到更加逼真的电影，拥有更好的购物体验等。空客目前正在验证将第四代机载娱乐系统集成到已经投产机型上的可能性，其中就包括3D电视的应用。
 
>充电客舱。亚洲旅客认为，更加温馨舒适的客舱环境能够让他们更加放松，这对提升工作效率来说至关重要，就好像在进行充电一样。空客飞机在客舱空气质量、安静程度、情景灯光以及座位空间等领域具有绝对优势，这些优势能够大幅提高乘客对于客舱舒适度的感知。
 
>空客客舱舒适性负责人凯文·柯尼斯顿表示：“亚洲乘客的声音正在航空业中变得越来越举足轻重，而且对于未来航空旅行的发展具有指导意义。我们最新的研究清晰地向大家展示了舒适性是目前以及未来亚洲旅客在长途飞行时最为看重的因素。凭借我们现代化的飞机产品，空中客车公司有能力根据这一市场趋势向广大的航空公司客户和用户提供最好的应对措施。我们独特的产品设计可以在满足乘客对于舒适性需求的同时不损害任何其他方面的利益：向乘客提供具有高舒适性水平的客舱，同时帮助航空公司用户提高运营经济性。” 
 
>未来实验室联合创始人马丁·雷蒙德表示：“我们的报告对8个亚洲细分市场航空旅客对舒适性的要求进行了深入而又广泛的调查研究，重点考虑了当地文化以及行为方式对舒适性概念的重要影响。很明显，报告中的两类新兴人群将舒适性视作影响他们选择哪家航空公司出行最重要的因素。”

[爱飞网](http://www.lovefly.com) [www.lovefly.com](http://www.lovefly.com) 本文链接地址：[亚太未来飞机需求超万架 飞机上将可充电WIFI覆盖](http://lovefly.com/post/index?stamp=1417858477381)","1417858477381",1,12,"1417858594497"
"飞行培训授权书","![授权书](http://lovefly.qiniudn.com/allowpaper.jpg)","1417859027199",3,33,
"执照样照","![执照样照](http://lovefly.qiniudn.com/zhizhao1.png)<br/><br/>
![执照样照](http://lovefly.qiniudn.com/zhizhao2.jpg)","1417859990702",3,33,
"学员条件","<font color=""red"" size=""4"">&middot;</font>&nbsp;有一定基本的英语水平 （四级以上为佳）<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;身体没有特殊疾病（一般健康标准即可，学员不必过于担心）<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;身体健康条件需要通过美国AME 测试，一般健康标准的人都可以通过<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;AME 测试分为三级：    <br/>
&nbsp;&nbsp;&nbsp;私人飞行需要达到三级<br/>
&nbsp;&nbsp;&nbsp;商务飞行需要达到二级<br/>
&nbsp;&nbsp;&nbsp;运输飞行需要达到一级
<br/><br/>

![title](http://lovefly.qiniudn.com/stu.png)","1417860252159",3,33,
"‘爱·飞行’培训流程","![process](http://lovefly.qiniudn.com/process.jpg)","1417868398168",3,33,
"就业","私用驾驶执照：驾驶私人飞机或到飞行俱乐部飞行。 
<br/><br/>
商用驾驶执照：个人应聘、公司协助推荐，成为航空公司或公共运输航空公司职业飞行员。
<br/><br/>
学员取得相关执照后我校将择优留教，并可推荐到航空公司工作。
<br/><br/>
![job](http://lovefly.qiniudn.com/job.jpg)","1417868656465",3,33,
"航记飞行培训招生代理","###航记飞行招生省级代理商<br/><br/>

申请条件：<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;依法成立的公司；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;有固定的办公场所不少于200平方米；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;有为本项目配备的专业销售团队（不少于3人）；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;成立省级“爱·飞行俱乐部“（具体按俱乐部章程执行）；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;代理期限五年，期限届满可重新申请授权； <br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;每年不少于学员5名，则第二年自动顺延省级代理权期限；（市场推广宣传期三个月）<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;省、直辖市代理费用每年5万 ，一次性支付5年的代理费用。省级代理商前五名签约的享受每年50%的优惠；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;代理商招生的费用结算双方另行签订代理协议 。<br/>

<br/><br/>

###航记飞行招生市级代理商<br/><br/>

申请条件：<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;依法成立的公司；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;有固定的办公场所不少于150平方米；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;有为本项目配备的专业销售团队（不少于3人）；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;成立市级“爱·飞行俱乐部“（具体按俱乐部章程执行）；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;代理期限五年，期限届满可重新申请授权； <br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;每年不少于学员3名，则第二年自动顺延市级代理权期限； （市场推广宣传期三个月）<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;市级代理费用每年2万 ，一次性支付5年的代理费用；<br/>
<font color=""red"" size=""4"">&middot;</font>&nbsp;代理商招生的费用结算双方另行签订代理协议 。<br/>","1417868953277",3,33,"1417869172252"
"代理‘爱·飞行’价值浅析一","<font color=""red"" size=""4"">&middot;</font>&nbsp;在全国招收国际飞行学员是公司落地项目的第一步。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;随着中国2015年全面开放低空空域，国家政策的有力支持，强大的潜在市场需求，正在完善的运营环境，使得包括私人飞机在内的通用航空产业成为投资和消费的新热点，今后十年将是私人飞机市场迅猛发展的时代 。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;但由于政策及基础设施原因，国内的通航培训与国外相比，在航空环境、训练软硬件、技术及经验上还有很大的差距。尤其在实际飞行操作上往往无法保证足够的飞行时间。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;在这一背景下，“爱·飞行”整合国际资源，站在通用航空的最前沿——国际飞行培训，无疑在中国通航领域和市场占领了最佳通道和先机。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;多地有识之士已经瞄准中国通用航空的巨大市场，纷纷表达了加入“爱·飞行”国际航空培训业务的合作意愿。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;为了共同促进中国通用航空事业的发展，为中国培训国际化的通用航空专业人才，并着眼于布局未来航空产业链的庞大市场，公司不谋求眼前利益，放低了加盟代理商的准入门槛，对首批加盟代理商优惠招商。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;我们的宗旨是：“着眼国际，布局国内，合作共赢，翱翔未来！”<br/>","1417869346197",3,33,
"代理‘爱·飞行’价值浅析二","<font color=""red"" size=""4"">&middot;</font>&nbsp;成立“爱·飞行俱乐部”是公司落地项目的第二步。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;今年国务院常务会议决定通用机场审批权下发放到地方，各地谋划大发展。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;2013年全国共有颁证民航运输机场193个，2020年将达到244个。而美国、巴西有通用机场数千乃至上万个。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;2015年,中国通用飞机保有量约为2500架,2020年将突破9000架。随着中国低空空域开放,通用航空市场经过初期的培育后,将进入高速成长期。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;在此背景下，成立航空俱乐部无疑具有重要的意义。公司计划以每年3-5家的速度推进全国“爱·飞行俱乐部”的建设和发展。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;俱乐部将提供飞行培训，飞行旅游，飞行娱乐，飞行职业等一体化的方案。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;梦想总是先于人类的脚步，从汽车、游艇、飞机再到航天，梦想总是被不断的刷新和放大，有梦想并敢为人先的人才会成为这个时代的精英。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;拥有这样一批有梦想、有勇气、有实力的时代精英人脉，就会拥有天马行空的非凡创造力、创造空间和创造资源，这种宽阔的格局和一流的舞台正是搭建这个平台真正的价值！<br/>","1417869449661",3,33,
"代理‘爱·飞行’价值浅析三","<font color=""red"" size=""4"">&middot;</font>&nbsp;布局通航产业链是公司落地项目的第三步。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;中国通航产业的发展将引发巨大的新经济增长点。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;通用航空业的发展受到实业界及资本市场的高度关注。 <br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;“爱·飞行”国际化的视野、团队和资源将捷足先登，以其自身的优势走在这一波新经济浪潮的最前端。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;公司将进一步整合国际资源，以飞机驾驶及维修培训业务为起点，延展至个人飞行活动、飞机销售、飞机租赁、飞机维修等航空服务为主要业务内容的时尚消费品提供商。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;各地加盟代理及俱乐部可以凭借先发优势，和公司进行长期而广泛的合作，在中国通用航空市场站稳脚跟，获得头羹。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;并利用好国家各项优惠政策，配合各地政府通用航空产业的发展规划，进行更为深入而广泛的合作。<br/>

<font color=""red"" size=""4"">&middot;</font>&nbsp;让我们同心协力，务实合作，将中国通用航空这块蛋糕做大做强！","1417869549770",3,33,
"低空空域管理改革进程回顾及详解","###低空开放改革进程回顾<br/>
2003年，民航局出台《通用航空管理条例》。条例对于通用航空涵盖范围、飞行空域使用审批和管理权限、时间做出了规定。<br/>
2007年4月，国家空管委办公室确定中国实施空域分类的目标时间为2010年。<br/>
2009年10月，空管委召开低空空域管理改革研讨会。会议明确将“适时有序开放低空飞行区域”。拟于2015年前在全国范围内逐步放开，2 
020年前完善各项法规及低空管理模式。<br/>
2010年8月，中央军委、国务院联合下发《关于深化低空空域管理体制改革的意见》的通知，确定低空空域改革的总体思路。同年11月《意见》正式印发。<br/>
2010年8月，民航局颁布《通用航空民用机场收费标准》，旨在理顺机场与通用航空之间的利益关系，明确政府管理职责，规范通用航空市场秩序。<br/>
2010年12月，国家空管委下发了关于贯彻落实《国务院、中央军委关于深化我国低空空域管理改革的意见》的措施。<br/>
2011年3月，空域管理体制改革被列入“十二五”重要规划内容，提交全国“两会”讨论。<br/>
2012年11月13日，中国国家空管委办公室副局长马欣透露，中国低空空域管理改革将在2013向全国铺开。<br/>
2012年11月13日，中国国家空管委办公室副局长马欣透露，中国低空空域管理改革将在2013向全国铺开。<br/>
2014年11月21日至22日，国家空管委在北京组织召开全国低空空域管理改革工作会议。我国目前正在沈阳、广州飞行管制区，海南岛，长春、广州、唐山、西安、青岛、杭州、宁波、昆明、重庆飞行管制分区进行真高1000米以下空域管理改革试点，力争2015年在全国推开，标志着我国低空空域资源管理由粗放型向精细化转变。<br/><br/><br/>

###低空空域<br/>
低空空域通常是指真高1000米(含)以下的空间范围，分为三类空域：管制空域、监视空域和报告空域。“低空开放”则可理解成，解除部分航空器在某些低空空域活动的封锁、禁令、限制等。

<br/><br/><br/>

###监视空域<br/>
通常划设在管制空域周围。在此空域内的一切空域使用活动，空域用户向飞行管制部门报备飞行计划后，即可自行组织实施并对飞行安全负责，飞行管制部门严密监视空域使用活动，并提供飞行情报服务和告警服务。

<br/><br/><br/>

###报告空域<br/>
通常划设在远离空中禁区、空中危险区、空中限制区、国（边）境地带、地面重要目标以及飞行密集地区、机场管制地带等区域的上空。在此空域内的一切空域使用活动，空域用户向飞行管制部门报备飞行计划后，即可自行组织实施并对飞行安全负责，飞行管制部门根据用户需要提供航行情报服务。

<br/><br/><br/>

###低空开放<br/>
所谓低空空域开放可解释为：解除部分航空器在某些低空空域活动的封锁、禁令、限制等。2007年，国家颁布的《中华人民共和国飞行基本规则》，飞行实际高度从600米开始到12500米，每隔300米设一个高度层，有严格的规定。一直以来，通用航空作业和转场飞行，高度大多集中在1000米以下空域。 <br/>
当前，大众所关注的“低空开放”是指国家“低空空域管理改革”。改革必须是在确保国家领空安全，确保首都地区、重要军事目标和经济目标、重要的地标性建筑等安全的前提下进行。根据通用航空发展的不同时期、不同阶段，为满足通用航空飞行需求，对不同地区的低空空域管理模式进行改革是必要的。

<br/><br/><br/>

###私人飞机上天条件<br/>
中国私人飞机上天之前必须同时满足3个条件：一是获得民航局核发的飞机适航许可证；二是飞行员经过严格培训，取得相关部门核发的飞行驾照；第三点，是要向空管部门申请飞行空域和飞行计划，得到批准后才能实施飞行活动。而很多空中区域是不允许飞行的，因此获批的难度往往很大，还得等上好几天。另外，飞机从机场起飞前往作业空域，往往需要协调沿途多个飞行管制部门同意才可放行。","1417870686963",1,11,
